PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
46517,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
46538,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
46693,Heartbreak Romance,sad,lip-syncing,special-effects,Malayalam
46701,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
46741,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
46802,Heartbreak Romance,sad,lip-syncing,special-effects,Malayalam
46824,Heartbreak Romance,happy,lip-syncing,special-effects,Malayalam
46860,Heartbreak Romance,sad,lip-syncing,collab,Malayalam
46900,Heartbreak Romance,sad,lip-syncing,special-effects,Malayalam
46939,Heartbreak Romance,sad,background-song-with-lyrics,slideshow,Malayalam
46946,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
46973,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
46978,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
46986,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
47072,Heartbreak Romance,sad,lip-syncing,special-effects,Malayalam
47092,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
47105,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
47146,Heartbreak Romance,sad,lip-syncing,collab,Malayalam
47159,Heartbreak Romance,sad,instrumental,image,Malayalam
47165,Heartbreak Romance,sad,lip-syncing,special-effects,Malayalam
47173,Heartbreak Romance,sad,lip-syncing,self-shot,Malayalam
47183,Heartbreak Romance,sad,lip-syncing,collab,Malayalam
47283,Heartbreak Romance,sad,background-song-with-lyrics,collab,Marathi
47293,Heartbreak Romance,neutral,background-song-with-lyrics,image,Marathi
47298,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Marathi
47329,Heartbreak Romance,neutral,background-song-with-lyrics,image,Marathi
47363,Heartbreak Romance,happy,lip-syncing,collab,Marathi
47416,Heartbreak Romance,sad,lip-syncing,collab,Marathi
47431,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Marathi
47455,Heartbreak Romance,affection,lip-syncing,reaction videos,Marathi
47472,Heartbreak Romance,affection,background-song-with-lyrics,slideshow,Marathi
47475,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Marathi
47491,Heartbreak Romance,sad,lip-syncing,reaction videos,Marathi
47539,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Marathi
47547,Heartbreak Romance,sad,lip-syncing,reaction videos,Marathi
47553,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Marathi
47590,Heartbreak Romance,sad,lip-syncing,self-shot,Marathi
47599,Heartbreak Romance,sad,lip-syncing,reaction videos,Marathi
47608,Heartbreak Romance,happy,lip-syncing,self-shot,Marathi
47612,Heartbreak Romance,happy,lip-syncing,special-effects,Marathi
47636,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Marathi
47651,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Marathi
47672,Heartbreak Romance,sad,silence,image,Marathi
47703,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Punjabi
47724,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Punjabi
47738,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
47740,Heartbreak Romance,happy,lip-syncing,special-effects,Punjabi
47823,Heartbreak Romance,happy,self-spoken-monologues,videos-text-special-effects,Punjabi
47829,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Punjabi
47830,Heartbreak Romance,neutral,self-spoken-monologues,videos-text-special-effects,Punjabi
47855,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Punjabi
47859,Heartbreak Romance,happy,lip-syncing,self-shot,Punjabi
47863,Heartbreak Romance,happy,self-spoken-monologues,videos-with-text,Punjabi
47865,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Punjabi
47879,Heartbreak Romance,confidence,background-song-with-lyrics,self-shot,Punjabi
47880,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Punjabi
47919,Heartbreak Romance,sad,lip-syncing,collab,Punjabi
47928,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
47976,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Punjabi
47997,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Punjabi
47999,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Punjabi
48054,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Punjabi
48061,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Punjabi
48081,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48091,Heartbreak Romance,sad,self-spoken-monologues,videos-with-text,Punjabi
48116,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48209,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Punjabi
48248,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48252,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48265,Heartbreak Romance,sad,lip-syncing,videos-with-text,Punjabi
48277,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Punjabi
48293,Heartbreak Romance,neutral,background-song-with-lyrics,videos-text-special-effects,Punjabi
48314,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48325,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Punjabi
48348,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Punjabi
48354,Heartbreak Romance,sad,self-spoken-monologues,videos-with-text,Punjabi
48378,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48399,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48422,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Punjabi
48429,Heartbreak Romance,confidence,background-song-with-lyrics,self-shot,Punjabi
48467,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48470,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48471,Heartbreak Romance,confidence,lip-syncing,self-shot,Punjabi
48474,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48476,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48477,Heartbreak Romance,confidence,lip-syncing,self-shot,Punjabi
48479,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Punjabi
48480,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48483,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48487,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48491,Heartbreak Romance,sad,lip-syncing,collab,Punjabi
48496,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48504,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48505,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48506,Heartbreak Romance,neutral,lip-syncing,special-effects,Punjabi
48509,Heartbreak Romance,neutral,lip-syncing,self-shot,Punjabi
48514,Heartbreak Romance,sad,lip-syncing,videos-with-text,Punjabi
48516,Heartbreak Romance,confidence,lip-syncing,special-effects,Punjabi
48519,Heartbreak Romance,happy,lip-syncing,self-shot,Punjabi
48520,Heartbreak Romance,anger,lip-syncing,special-effects,Punjabi
48521,Heartbreak Romance,happy,lip-syncing,self-shot,Punjabi
48523,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48524,Heartbreak Romance,sad,lip-syncing,self-shot,Punjabi
48538,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48540,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
48579,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
48584,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
48606,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
48635,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48660,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48682,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
48714,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48805,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48806,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48828,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48832,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48833,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48836,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
48844,Heartbreak Romance,sad,lip-syncing,collab,Tamil
48846,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48848,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
48851,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Tamil
48868,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48869,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48914,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48967,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
48983,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48985,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
48994,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
49012,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
49051,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
49114,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
49149,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Tamil
49153,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
49156,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49282,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Tamil
49291,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
49323,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Tamil
49330,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49341,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Tamil
49347,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49348,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
49353,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
49368,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49371,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49380,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
49383,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49423,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49452,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
49454,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
49529,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49542,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49574,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49605,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
49637,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
49700,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49701,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
49715,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
49758,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Telugu
49775,Heartbreak Romance,sad,self-spoken-monologues,movie/tv-show,Telugu
49799,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
49810,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49870,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49883,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
49892,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Telugu
49894,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49906,Heartbreak Romance,anger,lip-syncing,special-effects,Telugu
49908,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
49935,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49951,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
49954,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
49956,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
49966,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Telugu
50002,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50004,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50025,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50026,Heartbreak Romance,confidence,lip-syncing,self-shot,Telugu
50042,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
50050,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50062,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50083,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50116,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50131,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
50136,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50150,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Telugu
50186,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Telugu
50191,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
50237,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50251,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Telugu
50258,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50317,Heartbreak Romance,confidence,background-song-with-lyrics,self-shot,Telugu
50328,Heartbreak Romance,happy,background-song-with-lyrics,self-shot,Telugu
50343,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
50395,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Telugu
50408,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50415,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50422,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50432,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50454,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Telugu
50473,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50484,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
50485,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
50486,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
50554,Heartbreak Romance,sad,lip-syncing,special-effects,Bengali
8311,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
8374,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
8467,Memes,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
8496,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
8564,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
8960,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
9077,Memes,happy,self-spoken-dialogues,special-effects,Hindi
9144,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
9201,Memes,happy,self-spoken-dialogues,animation,Hindi
9203,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
9240,Memes,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
9244,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
9261,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
9356,Memes,happy,background-song-with-lyrics,animation,Hindi
9375,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
9473,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
9509,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
9529,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
9676,Memes,happy,background-song-with-lyrics,movie/tv-show,Hindi
9694,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
9734,Memes,happy,self-spoken-dialogues,animation,Hindi
9849,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
9939,Memes,happy,self-spoken-dialogues,special-effects,Hindi
9994,Memes,happy,noise,movie/tv-show,Hindi
10048,Memes,happy,self-spoken-dialogues,animation,Hindi
10089,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
10199,Memes,happy,noise,movie/tv-show,Hindi
10293,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
10461,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
10539,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
10595,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
10621,Memes,happy,self-sung-song,videos-with-text,Hindi
10650,Memes,happy,lip-syncing,videos-with-text,Hindi
10671,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
10782,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
10813,Memes,happy,background-song-with-lyrics,movie/tv-show,Hindi
10817,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
10876,Memes,happy,background-song-with-lyrics,movie/tv-show,Hindi
10894,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
11050,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
11080,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
11100,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
11196,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
11459,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
11471,Memes,happy,lip-syncing,self-shot,Hindi
11595,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
11726,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
11855,Memes,happy,self-spoken-monologues,special-effects,Hindi
11975,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
12103,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
12109,Memes,happy,self-spoken-monologues,collab,Hindi
12212,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
12411,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
12449,Memes,happy,lip-syncing,movie/tv-show,Hindi
12500,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
12579,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
12597,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
12633,Memes,happy,lip-syncing,movie/tv-show,Hindi
12654,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
12681,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
12698,Memes,happy,background-song-with-lyrics,special-effects,Hindi
12788,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
12933,Memes,happy,self-spoken-monologues,special-effects,Hindi
12978,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
13065,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
13170,Memes,happy,self-spoken-monologues,special-effects,Hindi
13442,Memes,happy,self-spoken-dialogues,animation,Hindi
13795,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
13798,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
13910,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
13970,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
14094,Memes,happy,background-song-with-lyrics,special-effects,Hindi
14143,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
14155,Memes,neutral,self-spoken-dialogues,movie/tv-show,Hindi
14279,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
14482,Memes,happy,self-spoken-dialogues,special-effects,Hindi
14521,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
14544,Memes,happy,lip-syncing,movie/tv-show,Hindi
14678,Memes,happy,noise,movie/tv-show,Hindi
14691,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
14735,Memes,happy,self-spoken-monologues,movie/tv-show,Hindi
14772,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
14787,Memes,happy,self-spoken-dialogues,movie/tv-show,Hindi
14873,Memes,happy,self-spoken-monologues,movie/tv-show,Telugu
14951,Memes,neutral,self-spoken-monologues,movie/tv-show,Hindi
14961,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
15079,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
15203,Memes,happy,self-sung-song,reaction videos,Hindi
15254,Memes,happy,background-song-with-lyrics,movie/tv-show,Telugu
15277,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
15677,Memes,happy,lip-syncing,movie/tv-show,Telugu
15707,Memes,happy,self-spoken-monologues,movie/tv-show,Telugu
15799,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
15823,Memes,happy,self-spoken-monologues,videos-text-special-effects,Telugu
15901,Memes,happy,self-spoken-dialogues,special-effects,Hindi
15938,Memes,happy,self-spoken-monologues,videos-with-text,Telugu
16034,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
16039,Memes,happy,lip-syncing,animation,Telugu
16064,Memes,happy,self-spoken-monologues,videos-with-text,Telugu
16101,Memes,happy,self-spoken-monologues,movie/tv-show,Telugu
16107,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
16191,Memes,happy,instrumental,videos-text-special-effects,Telugu
16222,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
16225,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
16524,Memes,happy,self-spoken-monologues,movie/tv-show,Telugu
16655,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
16664,Memes,happy,self-spoken-monologues,movie/tv-show,Telugu
16701,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
16933,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
17079,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
17177,Memes,happy,self-sung-song,special-effects,Hindi
17256,Memes,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
17355,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
17418,Memes,happy,background-song-with-lyrics,reaction videos,Hindi
17428,Memes,happy,self-spoken-monologues,special-effects,Hindi
17516,Memes,happy,self-spoken-monologues,special-effects,Hindi
17549,Memes,happy,self-spoken-monologues,videos-text-special-effects,Hindi
17559,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
17692,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
17813,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
17858,Memes,happy,background-song-with-lyrics,videos-text-special-effects,Telugu
17888,Memes,happy,self-spoken-monologues,special-effects,Kannada
17912,Memes,happy,self-spoken-dialogues,special-effects,Kannada
17919,Memes,happy,self-spoken-dialogues,special-effects,Kannada
17931,Memes,happy,self-spoken-dialogues,special-effects,Kannada
17957,Memes,happy,self-spoken-dialogues,special-effects,Kannada
17973,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18074,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18106,Memes,happy,lip-syncing,special-effects,Kannada
18196,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18209,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18241,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18262,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
18294,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
18300,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18309,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18449,Memes,happy,self-spoken-monologues,videos-text-special-effects,Kannada
18491,Memes,happy,lip-syncing,special-effects,Kannada
18510,Memes,happy,self-spoken-monologues,videos-text-special-effects,Kannada
18516,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
18522,Memes,happy,lip-syncing,special-effects,Kannada
18580,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18627,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18645,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18646,Memes,happy,lip-syncing,special-effects,Kannada
18685,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18799,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
18818,Memes,happy,self-spoken-monologues,videos-text-special-effects,Kannada
18859,Memes,happy,self-spoken-monologues,special-effects,Kannada
18904,Memes,happy,self-spoken-dialogues,special-effects,Kannada
18910,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
18993,Memes,happy,lip-syncing,special-effects,Kannada
18999,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19064,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19091,Memes,happy,lip-syncing,special-effects,Kannada
19094,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19143,Memes,happy,lip-syncing,special-effects,Kannada
19194,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19215,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19259,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19270,Memes,happy,lip-syncing,videos-text-special-effects,Kannada
19325,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19393,Memes,happy,lip-syncing,special-effects,Kannada
19448,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19472,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19488,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19556,Memes,happy,self-spoken-monologues,special-effects,Kannada
19572,Memes,happy,lip-syncing,special-effects,Kannada
19595,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19621,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19645,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19664,Memes,happy,lip-syncing,special-effects,Kannada
19700,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19739,Memes,happy,lip-syncing,special-effects,Kannada
19753,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19756,Memes,happy,self-spoken-dialogues,collab,Kannada
19763,Memes,affection,background-song-with-lyrics,videos-text-special-effects,Kannada
19811,Memes,happy,lip-syncing,special-effects,Kannada
19876,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19955,Memes,happy,lip-syncing,special-effects,Kannada
19963,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
19999,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20010,Memes,happy,self-spoken-monologues,special-effects,Kannada
20095,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20127,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20189,Memes,happy,background-song-with-lyrics,videos-text-special-effects,Kannada
20224,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20229,Memes,happy,lip-syncing,special-effects,Kannada
20230,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20313,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
20320,Memes,happy,lip-syncing,special-effects,Kannada
20348,Memes,happy,self-spoken-monologues,special-effects,Kannada
20414,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
20428,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20483,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20485,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20521,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20532,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20546,Memes,happy,self-spoken-monologues,videos-text-special-effects,Kannada
20574,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20651,Memes,happy,self-spoken-dialogues,special-effects,Kannada
20697,Memes,happy,self-spoken-dialogues,special-effects,Kannada
21098,Memes,happy,noise,videos-text-special-effects,LanguageAgnostic
21301,Memes,happy,self-spoken-dialogues,movie/tv-show,Malayalam
21621,Memes,neutral,background-song-with-lyrics,slideshow,Malayalam
21727,Memes,happy,self-spoken-dialogues,movie/tv-show,Malayalam
21759,Memes,happy,self-spoken-dialogues,movie/tv-show,Malayalam
22176,Memes,happy,self-spoken-dialogues,movie/tv-show,Malayalam
22236,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Malayalam
22392,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Malayalam
22437,Memes,happy,self-spoken-dialogues,special-effects,Malayalam
22550,Memes,happy,background-song-with-lyrics,movie/tv-show,Malayalam
